codigo,descricao,unidade,classe,grupo,custo_total,custo_mao_obra,custo_material,custo_equipamento,referencia
89631,"TE, PVC, SOLDÁVEL, DN 85MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,100.09,10.77,89.32,0.00,202412
89632,"TE DE REDUÇÃO, PVC, SOLDÁVEL, DN 85MM X 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,115.92,9.29,106.63,0.00,202412
89633,"TUBO, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,26.33,10.77,15.56,0.00,202412
89634,"TUBO, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,37.50,13.61,23.89,0.00,202412
89635,"TUBO, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,55.23,16.05,39.18,0.00,202412
89636,"TUBO, CPVC, SOLDÁVEL, DN 35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,69.52,18.90,50.62,0.00,202412
89637,"JOELHO 90 GRAUS, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,10.74,4.31,6.43,0.00,202412
89638,"JOELHO 45 GRAUS, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,11.67,4.31,7.36,0.00,202412
89639,"CURVA 90 GRAUS, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,12.32,4.31,8.01,0.00,202412
89640,"JOELHO DE TRANSIÇÃO, 90 GRAUS, CPVC, SOLDÁVEL, DN 15MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,19.36,4.29,15.07,0.00,202412
89641,"JOELHO 90 GRAUS, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,13.84,5.44,8.40,0.00,202412
89642,"JOELHO 45 GRAUS, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,15.47,5.44,10.03,0.00,202412
89643,"CURVA 90 GRAUS, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,16.77,5.44,11.33,0.00,202412
89644,"JOELHO DE TRANSIÇÃO, 90 GRAUS, CPVC, SOLDÁVEL, DN 22MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.60,4.87,18.73,0.00,202412
89645,"JOELHO DE TRANSIÇÃO, 90 GRAUS, CPVC, SOLDÁVEL, DN 22MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,32.97,5.25,27.72,0.00,202412
89646,"JOELHO 90 GRAUS, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,20.90,6.41,14.49,0.00,202412
89647,"JOELHO 45 GRAUS, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,20.23,6.41,13.82,0.00,202412
89648,"CURVA 90 GRAUS, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,25.30,6.41,18.89,0.00,202412
89649,"JOELHO 90 GRAUS, CPVC, SOLDÁVEL, DN 35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,30.77,7.54,23.23,0.00,202412
89650,"JOELHO 45 GRAUS, CPVC, SOLDÁVEL, DN 35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,29.11,7.55,21.56,0.00,202412
89651,"LUVA, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,7.21,2.88,4.33,0.00,202412
89652,"LUVA DE CORRER, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,12.38,2.87,9.51,0.00,202412
89653,"LUVA DE TRANSIÇÃO, CPVC, SOLDÁVEL, DN15MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.62,2.86,14.76,0.00,202412
89654,"UNIÃO, CPVC, SOLDÁVEL, DN15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,20.42,2.86,17.56,0.00,202412
89655,"CONECTOR, CPVC, SOLDÁVEL, DN 15MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,24.35,2.86,21.49,0.00,202412
89656,"ADAPTADOR, CPVC, SOLDÁVEL, DN15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,22.69,2.86,19.83,0.00,202412
89657,"CURVA DE TRANSPOSIÇÃO, CPVC, SOLDÁVEL, DN15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,14.04,2.86,11.18,0.00,202412
89658,"LUVA, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.58,3.64,5.94,0.00,202412
89659,"LUVA DE CORRER, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.38,3.63,13.75,0.00,202412
89660,"LUVA DE TRANSIÇÃO, CPVC, SOLDÁVEL, DN22MM X 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,9.75,3.79,5.96,0.00,202412
89661,"UNIÃO, CPVC, SOLDÁVEL, DN22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.79,3.63,20.16,0.00,202412
89662,"CONECTOR, CPVC, SOLDÁVEL, DN 22MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,31.52,3.23,28.29,0.00,202412
89663,"ADAPTADOR, CPVC, SOLDÁVEL, DN22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,30.37,3.62,26.75,0.00,202412
89664,"CURVA DE TRANSPOSIÇÃO, CPVC, SOLDÁVEL, DN22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.31,3.63,13.68,0.00,202412
89666,"BUCHA DE REDUÇÃO, CPVC, SOLDÁVEL, DN22MM X 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,7.42,3.26,4.16,0.00,202412
89667,"TÊ DE INSPEÇÃO, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,42.32,4.50,37.82,0.00,202412
89668,"CONECTOR, CPVC, SOLDÁVEL, DN22MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,29.63,3.50,26.13,0.00,202412
89669,"LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,31.91,7.10,24.81,0.00,202412
89670,"LUVA, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,14.24,4.28,9.96,0.00,202412
89671,"LUVA DE CORRER, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,43.30,7.09,36.21,0.00,202412
89672,"LUVA DE CORRER, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.95,4.27,19.68,0.00,202412
89673,"REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,34.27,5.80,28.47,0.00,202412
89674,"UNIÃO, CPVC, SOLDÁVEL, DN28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,30.97,4.27,26.70,0.00,202412
89675,"TÊ DE INSPEÇÃO, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,69.37,7.09,62.28,0.00,202412
89676,"CONECTOR, CPVC, SOLDÁVEL, DN 28MM X 1 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,37.35,4.10,33.25,0.00,202412
89677,"LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,74.43,12.24,62.19,0.00,202412
89678,"BUCHA DE REDUÇÃO, CPVC, SOLDÁVEL, DN28MM X 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,12.11,3.95,8.16,0.00,202412
89679,"LUVA DE CORRER, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,118.61,12.24,106.37,0.00,202412
89680,"LUVA, CPVC, SOLDÁVEL, DN 35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,22.72,5.03,17.69,0.00,202412
89681,"REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,86.53,9.67,76.86,0.00,202412
89682,"LUVA DE CORRER, CPVC, SOLDÁVEL, DN 35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,31.89,5.02,26.87,0.00,202412
89683,"TÊ DE INSPEÇÃO, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,273.27,12.24,261.03,0.00,202412
89684,"UNIÃO, CPVC, SOLDÁVEL, DN35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,45.00,5.02,39.98,0.00,202412
89685,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,59.19,9.02,50.17,0.00,202412
89686,"CONECTOR, CPVC, SOLDÁVEL, DN 35MM X 1 1/4 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,57.09,4.86,52.23,0.00,202412
89687,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,50.93,9.02,41.91,0.00,202412
89689,"BUCHA DE REDUÇÃO, CPVC, SOLDÁVEL, DN35MM X 28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,38.08,4.65,33.43,0.00,202412
89690,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,86.90,14.19,72.71,0.00,202412
89691,"TE, CPVC, SOLDÁVEL, DN 15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,13.80,5.75,8.05,0.00,202412
89692,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,98.55,12.47,86.08,0.00,202412
89693,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,76.49,14.19,62.30,0.00,202412
89694,"TE DE TRANSIÇÃO, CPVC, SOLDÁVEL, DN 15MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,20.44,5.73,14.71,0.00,202412
89695,"TÊ MISTURADOR, CPVC, SOLDÁVEL, DN15MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.38,5.74,11.64,0.00,202412
89696,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,81.70,12.47,69.23,0.00,202412
89697,"TE, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,17.98,7.28,10.70,0.00,202412
89698,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,256.25,24.50,231.75,0.00,202412
89699,"JUNÇÃO SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,193.60,21.05,172.55,0.00,202412
89700,"TE DE TRANSIÇÃO, CPVC, SOLDÁVEL, DN 22MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,23.35,6.48,16.87,0.00,202412
89701,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 150 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,189.40,24.51,164.89,0.00,202412
89702,"TÊ MISTURADOR, CPVC, SOLDÁVEL, DN22MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,22.33,7.27,15.06,0.00,202412
89703,"TE MISTURADOR DE TRANSIÇÃO, CPVC, SOLDÁVEL, DN 22MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,48.50,7.02,41.48,0.00,202412
89704,"TÊ, PVC, SERIE R, ÁGUA PLUVIAL, DN 150 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,146.47,21.06,125.41,0.00,202412
89705,"TÊ, CPVC, SOLDÁVEL, DN28MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,25.89,8.56,17.33,0.00,202412
89706,"TÊ, CPVC, SOLDÁVEL, DN35MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,57.16,10.07,47.09,0.00,202412
89707,"CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",UN,INSTALACOES HIDRO SANITARIAS,RALOS/CAIXA SIFONADA,45.09,15.55,29.54,0.00,202412
89708,"CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",UN,INSTALACOES HIDRO SANITARIAS,RALOS/CAIXA SIFONADA,93.62,18.63,74.99,0.00,202412
89709,"RALO SIFONADO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",UN,INSTALACOES HIDRO SANITARIAS,RALOS/CAIXA SIFONADA,19.36,6.44,12.92,0.00,202412
89710,"RALO SECO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",UN,INSTALACOES HIDRO SANITARIAS,RALOS/CAIXA SIFONADA,17.16,6.44,10.72,0.00,202412
89711,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,21.44,11.44,10.00,0.00,202412
89712,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,27.18,12.42,14.76,0.00,202412
89713,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,33.85,14.88,18.97,0.00,202412
89714,"TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,37.84,17.35,20.49,0.00,202412
89716,"TUBO, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,27.42,5.66,21.76,0.00,202412
89717,"TUBO, CPVC, SOLDÁVEL, DN 28MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,FORNEC. E ASSENTAMENTO DE TUBOS P/INSTALACAO DOMIC,43.32,6.68,36.64,0.00,202412
89718,"TUBO, CPVC, SOLDÁVEL, DN 35MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",M,INSTALACOES HIDRO SANITARIAS,CONEXOES,55.50,7.87,47.63,0.00,202412
89719,"JOELHO 90 GRAUS, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,13.11,4.87,8.24,0.00,202412
89720,"JOELHO 45 GRAUS, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,14.74,4.87,9.87,0.00,202412
89721,"CURVA 90 GRAUS, CPVC, SOLDÁVEL, DN 22MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022",UN,INSTALACOES HIDRO SANITARIAS,CONEXOES,16.04,4.87,11.17,0.00,202412
